,Symbol,Entry_Date,Entry_Price,Exit_Date,Exit_Price,PnL_Pct,Portfolio
0,HDFCBANK.NS,2023-02-23,1546.703857421875,2023-02-27,1536.718994140625,-0.645557534064296,99354.4424659357
1,HDFCBANK.NS,2023-02-28,1543.1826171875,2023-04-05,1595.4227294921875,3.3852190740650503,102717.80800322356
2,HDFCBANK.NS,2023-04-06,1607.5782470703125,2023-04-10,1599.9569091796875,-0.47408814497921337,102230.83505269777
3,HDFCBANK.NS,2023-05-05,1568.3138427734375,2023-05-17,1598.7891845703125,1.9431915325686215,104217.37598311598
4,HDFCBANK.NS,2023-05-24,1576.6876220703125,2023-06-28,1635.5767822265625,3.7349922287665325,108109.88687710978
5,HDFCBANK.NS,2023-07-21,1635.1864013671875,2023-08-03,1589.2265625,-2.8106788821604836,105071.26511712726
6,HDFCBANK.NS,2023-08-08,1609.962158203125,2023-09-13,1604.107421875,-0.3636567666074498,104689.16635176878
7,HDFCBANK.NS,2023-09-14,1603.131591796875,2023-09-15,1621.5252685546875,1.147359134579582,105890.327064821
8,HDFCBANK.NS,2023-09-25,1493.940185546875,2023-09-27,1489.890625,-0.27106577532704956,105603.2946287664
9,HDFCBANK.NS,2023-09-28,1486.81689453125,2023-11-16,1471.8385009765625,-1.0074134622615887,104539.43282208443
10,HDFCBANK.NS,2023-11-23,1484.47509765625,2023-11-24,1495.0135498046875,0.709911009290492,105281.56976473825
