,Symbol,Entry_Date,Entry_Price,Exit_Date,Exit_Price,PnL_Pct,Portfolio
0,RELIANCE.NS,2023-02-14,1089.930419921875,2023-02-15,1114.61083984375,2.26440325646146,102264.40325646146
1,RELIANCE.NS,2023-02-16,1113.739990234375,2023-02-22,1090.2969970703125,-2.104889235334826,100111.8508407368
2,RELIANCE.NS,2023-02-23,1085.0721435546875,2023-02-24,1092.4969482421875,0.684268297882609,100796.8844984635
3,RELIANCE.NS,2023-03-02,1066.07470703125,2023-03-06,1103.9549560546875,3.5532452626068274,104378.44502176045
4,RELIANCE.NS,2023-03-20,1008.87646484375,2023-03-22,1043.4110107421875,3.4230698308326626,107951.3920831926
5,RELIANCE.NS,2023-03-24,1009.8160400390625,2023-03-28,1030.302978515625,2.0287792691201467,110141.48754650302
6,RELIANCE.NS,2023-03-29,1024.207275390625,2023-04-03,1068.5498046875,4.329448770998341,114910.00682544439
7,RELIANCE.NS,2023-04-05,1065.983154296875,2023-04-06,1073.1328125,0.6707102428687939,115680.72001130389
8,RELIANCE.NS,2023-04-10,1065.5247802734375,2023-04-25,1088.99072265625,2.2022896902304434,118228.34458169718
9,RELIANCE.NS,2023-04-26,1082.5972900390625,2023-05-02,1118.7816162109375,3.342362529890444,122179.96447070558
10,RELIANCE.NS,2023-05-03,1109.1798095703125,2023-05-04,1121.9669189453125,1.1528436836542872,123588.50847379718
11,RELIANCE.NS,2023-05-05,1119.1024169921875,2023-05-10,1144.2413330078125,2.2463463248690756,126364.73439185884
12,RELIANCE.NS,2023-05-11,1136.770751953125,2023-05-15,1140.8726806640625,0.36084045124224345,126820.7094696495
13,RELIANCE.NS,2023-05-18,1115.5733642578125,2023-05-23,1124.9688720703125,0.8422133508674082,127888.81041646765
14,RELIANCE.NS,2023-05-26,1148.7786865234375,2023-05-29,1155.2408447265625,0.5625242075722615,128608.21593383647
15,RELIANCE.NS,2023-06-02,1125.266845703125,2023-06-08,1145.6390380859375,1.8104321175554499,130936.58038091772
16,RELIANCE.NS,2023-06-09,1137.5269775390625,2023-06-16,1181.2735595703125,3.8457621572977376,135972.08983926676
