,Symbol,Entry_Date,Entry_Price,Exit_Date,Exit_Price,PnL_Pct,Portfolio
0,AAPL,2020-02-18,77.313232421875,2020-02-20,77.62828063964844,0.40749585537222704,100407.49585537222
1,AAPL,2020-02-21,75.87116241455078,2020-02-26,70.92698669433594,-6.51654141424705,93864.39980494851
2,AAPL,2020-02-28,66.25187683105469,2020-03-02,72.41995239257812,9.310038985389518,102603.21202019109
3,AAPL,2020-03-03,70.1199722290039,2020-03-04,73.37242889404297,4.638416932649241,107362.37677997763
4,AAPL,2020-03-09,64.50927734375,2020-03-10,69.15534973144531,7.202177080573742,115094.8052735844
5,AAPL,2020-03-12,60.161319732666016,2020-03-13,67.369140625,11.980822436015025,128884.10952648979
6,AAPL,2020-03-16,58.70231246948242,2020-03-17,61.28346252441406,4.397015971514757,134551.16440711412
7,AAPL,2020-03-23,54.37859344482422,2020-03-24,59.83413314819336,10.03251345385507,148050.0280785765
8,AAPL,2020-03-25,59.5045280456543,2020-03-26,62.63582992553711,5.262291766233908,155840.8525160624
9,AAPL,2020-03-31,61.630035400390625,2020-04-02,59.36152648925781,-3.6808495993796466,150104.5851205551
10,AAPL,2020-04-03,58.50841522216797,2020-04-06,63.61253356933594,8.723733718964404,163199.30942642858
11,AAPL,2020-04-07,62.87578201293945,2020-04-14,69.56976318359375,10.646358512529858,180574.0929979391
12,AAPL,2020-04-15,68.93480682373047,2020-04-16,69.48253631591797,0.7945615827836726,182008.8653693608
13,AAPL,2020-04-21,65.04248809814453,2020-04-22,66.91594696044922,2.8803616175902897,187251.37886807145
14,AAPL,2020-04-23,66.65660095214844,2020-04-27,68.6294174194336,2.9596715690639632,192793.40469111
15,AAPL,2020-04-28,67.51699829101562,2020-04-30,71.2057113647461,5.463384284104525,203326.44926379414
16,AAPL,2020-05-01,70.05936431884766,2020-05-11,76.55287170410156,9.268578795121892,222171.92142513243
17,AAPL,2020-05-12,75.6780014038086,2020-05-14,75.22355651855469,-0.6004980005074971,220837.78347928543
18,AAPL,2020-05-15,74.7788314819336,2020-05-20,77.57840728759766,3.743807906841168,229105.5258784757
