,Symbol,Entry_Date,Entry_Price,Exit_Date,Exit_Price,PnL_Pct,Portfolio
0,GOOG,2020-02-24,70.65947723388672,2020-02-27,65.51506805419922,-7.280565015587682,92719.43498441232
1,GOOG,2020-02-28,66.57079315185547,2020-03-06,64.5368881225586,-3.055251309169937,89886.6232331961
2,GOOG,2020-03-09,60.418861389160156,2020-03-12,55.416099548339844,-8.280132603951829,82443.89163627288
3,GOOG,2020-03-13,60.626129150390625,2020-03-16,53.89613342285156,-11.100817125969687,73291.94599419761
4,GOOG,2020-03-17,55.65915298461914,2020-03-20,53.2991828918457,-4.240039537478395,70184.33850625632
5,GOOG,2020-03-23,52.51882553100586,2020-03-24,56.387821197509766,7.366873930224779,75354.73024277441
6,GOOG,2020-03-25,54.79876708984375,2020-04-06,58.99532699584961,7.6581283281894095,81125.49218612704
7,GOOG,2020-04-15,62.7504997253418,2020-04-17,63.78336715698242,1.645990766864764,82460.81029708429
8,GOOG,2020-06-26,67.59322357177734,2020-07-01,71.47712707519531,5.7459953796901635,87199.00464680982
9,GOOG,2020-07-06,74.34310150146484,2020-07-17,75.32971954345703,1.3271144491768982,88356.23523701607
10,GOOG,2020-08-07,74.28295135498047,2020-08-10,74.36297607421875,0.1077295904087901,88451.42104733753
11,GOOG,2020-08-11,73.57864379882812,2020-08-20,78.62016296386719,6.851878350494084,94512.0048167844
12,GOOG,2020-09-16,75.59564208984375,2020-09-17,74.33463287353516,-1.6680977652255564,92935.45217656576
13,GOOG,2020-09-18,72.5681381225586,2020-09-21,71.1351547241211,-1.9746729563563676,91100.2809355676
14,GOOG,2020-09-22,72.84002685546875,2020-09-23,70.34237670898438,-3.4289528083786727,87976.49529398659
15,GOOG,2020-09-24,70.99250793457031,2020-10-09,75.31332397460938,6.08629863311958,93331.00752453101
16,GOOG,2020-10-15,77.49585723876953,2020-10-16,78.18574523925781,0.8902256521438218,94161.86409491868
17,GOOG,2020-12-17,86.87857818603516,2020-12-21,86.45459747314453,-0.4880152527159745,93702.33983589378
18,GOOG,2020-12-22,85.6657943725586,2021-01-20,93.78751373291016,9.480702793731638,102585.98018650728
19,GOOG,2021-02-26,101.2412109375,2021-03-15,102.71395111083984,1.4546844705848307,104078.28250927763
20,GOOG,2021-03-31,102.82032012939453,2021-04-05,110.61995697021484,7.585695931509294,111973.34455116864
21,GOOG,2021-05-19,114.7533950805664,2021-05-20,117.10838317871094,2.0522164912777825,114271.27999388301
22,GOOG,2021-05-26,120.95750427246094,2021-06-02,120.3486328125,-0.5033763416525473,113696.06540509027
23,GOOG,2021-09-17,140.62759399414062,2021-09-27,140.6648712158203,0.026507757560895687,113726.20368246413
24,GOOG,2021-09-28,135.37930297851562,2021-10-27,145.56224060058594,7.521783166283787,122280.44212670531
25,GOOG,2021-11-26,141.96214294433594,2021-12-01,140.7811737060547,-0.8318902587602626,121263.20304028428
26,GOOG,2021-12-03,141.67832946777344,2022-01-05,136.84010314941406,-3.41493744070429,117122.14051786435
27,GOOG,2022-01-06,136.7382049560547,2022-01-21,129.32327270507812,-5.42272165512162,110770.93284106014
28,GOOG,2022-01-24,129.6016082763672,2022-02-02,147.16172790527344,13.549306881640245,125779.626467351
29,GOOG,2022-02-09,140.61715698242188,2022-02-11,133.33743286132812,-5.176981441890314,119268.03854745728
30,GOOG,2022-02-22,128.63784790039062,2022-03-18,135.99313354492188,5.717823925526753,126087.57499103027
31,GOOG,2022-03-23,137.68508911132812,2022-03-25,140.6852569580078,2.179007084967523,128835.03218334855
32,GOOG,2022-04-11,129.02952575683594,2022-04-14,126.50105285644531,-1.9596079932555028,126310.37059457034
33,GOOG,2022-04-18,127.20487213134766,2022-04-22,118.90719604492188,-6.523080403601105,118071.0435626
34,GOOG,2022-04-25,122.5217056274414,2022-04-26,118.7998275756836,-3.0377295457142384,114484.36458736577
35,GOOG,2022-04-27,114.3408432006836,2022-05-04,121.85069274902344,6.567950120115036,122003.6405487946
36,GOOG,2022-05-05,116.056640625,2022-05-19,110.09110260009766,-5.140195332878948,115732.41511136305
37,GOOG,2022-05-20,108.66706848144531,2022-05-24,105.30008697509766,-3.098437781932584,112146.51823560952
