Price,Close,High,Low,Open,Volume,RSI,MA_Short,MA_Long,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Volume_MA,RSI_Buy_Signal,MA_Crossover,Buy_Signal,Sell_Signal
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,
2023-01-02,3121.404541015625,3126.5728072808856,3096.2817059489025,3120.9739105745166,709547,,,,3121.404541015625,3121.404541015625,0.0,0.0,0.0,,,,,0,0,0,0
2023-01-03,3169.162109375,3177.4405885297742,3105.94822201932,3112.360480090008,1245178,,,,3128.7518592247593,3124.942138671875,3.8097205528843006,0.7619441105768602,3.0477764423074403,,,,,0,0,0,0
2023-01-04,3172.320556640625,3184.4754121608735,3145.0922315996772,3164.711972244126,1231668,,,,3135.454735750277,3128.4516511140046,7.003084636272433,2.010172215715975,4.992912420556458,,,,,0,0,0,0
2023-01-05,3168.922607421875,3193.9975417739574,3141.0241581211785,3187.2023198494617,1826057,,,,3140.603639084369,3131.4494997294028,9.154139354966446,3.4389656435660694,5.715173711400377,,,,,0,0,0,0
2023-01-06,3073.647216796875,3159.782648381589,3062.593123012041,3158.2991581061674,2488376,,,,3130.3026510401396,3127.1678491418083,3.1348018983312613,3.378132894519108,-0.2433309961878467,,,,,0,0,0,0
2023-01-09,3177.392822265625,3184.1401452290934,3082.8352022403087,3090.348220301996,2885060,,,,3137.5472927671376,3130.8882175213503,6.659075245787335,4.034321364772754,2.6247538810145814,,,,,0,0,0,0
2023-01-10,3145.283447265625,3156.385442223344,3091.401129522859,3143.9436560653985,3864655,,,,3138.7374703822898,3131.954530835741,6.782939546548732,4.58404500112795,2.1988945454207824,,,,,0,0,0,0
2023-01-11,3185.76708984375,3205.6739940393218,3130.6882139267436,3148.8246964749587,2720512,,,,3145.9727964532835,3135.940646317816,10.032150135467418,5.673666027995844,4.3584841074715746,,,,,0,0,0,0
2023-01-12,3191.1748046875,3206.15270820468,3173.182020369687,3186.054437496531,2250391,,,,3152.92695156624,3140.0320654563116,12.894886109928393,7.117910044382354,5.776976065546039,,,,,0,0,0,0
2023-01-13,3229.64794921875,3233.9068209108027,3163.084357238888,3199.356849899825,1742837,,3163.472314453125,,3164.730181974319,3146.670279068344,18.059902905974923,9.306308616700868,8.753594289274055,,,,,0,0,0,0
2023-01-16,3198.469970703125,3216.649316808273,3163.9339207761645,3182.113266881313,1843607,,3171.178857421875,,3169.9209187018273,3150.507293263513,19.413625438314284,11.327771981023552,8.085853457290732,,,,,0,0,0,0
2023-01-17,3241.016357421875,3244.2782360306937,3185.9506376172267,3194.5846501852952,1688475,,3178.3642822265624,,3180.858678504912,3157.211668386355,23.647010118556864,13.791619608530215,9.855390510026648,,,,,0,0,0,0
2023-01-18,3252.14453125,3270.3238764037073,3235.1163408577618,3242.5511845501474,2421189,,3186.3466796875,,3191.825732773387,3164.2437323021804,27.582000471206356,16.549695781065445,11.032304690140911,,,,,0,0,0,0
