Price,Close,High,Low,Open,Volume,RSI,MA_Short,MA_Long,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Volume_MA,RSI_Buy_Signal,MA_Crossover,Buy_Signal,Sell_Signal
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,
2020-01-02,153.0423126220703,153.14712365624922,150.86035596005522,151.28912308572728,22622100,,,,153.0423126220703,153.0423126220703,0.0,0.0,0.0,,,,,0,0,0,0
2020-01-03,151.1366424560547,152.40389764073367,150.60306438648712,150.8508074465806,21116200,,,,152.74913259652945,152.9011518690321,-0.15201927250265612,-0.030403854500531225,-0.1216154180021249,,,,,0,0,0,0
2020-01-06,151.52731323242188,151.59401776506908,149.12619721864283,149.6693128510685,20813700,,,,152.56116038666676,152.79938604409801,-0.2382256574312578,-0.07196821508667654,-0.16625744234458123,,,,,0,0,0,0
2020-01-07,150.145751953125,152.13714723225632,149.89802336904734,151.8036681235651,21634100,,,,152.1895590891988,152.6028205558778,-0.4132614666789891,-0.14022686540513907,-0.27303460127385004,,,,,0,0,0,0
2020-01-08,152.53732299804688,153.21383324803998,150.498283797712,151.43204560824276,27746500,,,,152.24306122902158,152.59796888492735,-0.35490765590577666,-0.1831630235052666,-0.17174463240051008,,,,,0,0,0,0
2020-01-09,154.4429168701172,154.5667883844768,153.43292786078217,154.2047113664472,21385000,,,,152.5815005584209,152.73463169864513,-0.15313114022421814,-0.1771566468490569,0.024025506624838766,,,,,0,0,0,0
2020-01-10,153.72830200195312,155.51961206114564,153.57584698863667,155.1384890667648,20725900,,,,152.75793154973354,152.80823690629757,-0.05030535656402435,-0.1517863887920504,0.10148103222802604,,,,,0,0,0,0
2020-01-13,155.57681274414062,155.605396247963,153.652107766259,154.12851888184957,21626500,,,,153.1916055796423,153.01331659798964,0.17828898165265628,-0.08577131470310906,0.26406029635576533,,,,,0,0,0,0
2020-01-14,154.48101806640625,155.88166741133915,154.09035760118644,155.68156841681662,23477400,,,,153.38997673145215,153.12203522527975,0.26794150617240575,-0.015028750528006098,0.28297025670041187,,,,,0,0,0,0
2020-01-15,155.48150634765625,156.20566046275715,154.9002988126162,154.94792828742086,21417900,,153.20998992919922,,153.71175051856048,153.29681086397431,0.41493965458616344,0.07096493049482781,0.3439747240913356,,,,,0,0,0,0
2020-01-16,158.3304443359375,158.39714886065596,156.2914056528102,156.59631569910385,23865400,,153.73880310058593,,154.42231879815694,153.66967260263826,0.752646195518679,0.20730118349959806,0.5453450120190809,,,,,0,0,0,0
2020-01-17,159.21658325195312,159.56912278652388,157.62535750547391,159.5214787723871,34371700,,154.5467971801758,,155.1598979448948,154.0805548729579,1.0793430719369042,0.3817095611870593,0.6976335107498448,,,,,0,0,0,0
2020-01-21,158.64491271972656,160.25518473061555,158.57820818014443,158.81641375479867,29517200,,155.25855712890626,,155.69605406409966,154.4186554542,1.2773986098996488,0.5608473709295773,0.7165512389700716,,,,,0,0,0,0
2020-01-22,157.8826446533203,159.5882046305639,157.8635841373356,159.5024395780896,24138800,63.67055789611589,156.0322463989258,,156.03245261628743,154.67524724672742,1.3572053695600061,0.720118970655663,0.6370863989043432,,,,,0,0,0,0
2020-01-23,158.8545379638672,158.93076549395,157.472948511039,158.34954329861904,19680800,65.56119322499202,156.66396789550782,,156.46661959283816,154.98482433688594,1.4817952559522212,0.8724542277149747,0.6093410282372465,,,,,0,0,0,0
2020-01-24,157.2537841796875,159.62631691331043,156.69162251851603,159.60725639663437,24918100,66.64938987164504,156.94505462646484,,156.58772183696883,155.1528954363527,1.4348264006161173,0.9849286622952034,0.44989773832091395,,,,,0,0,0,0
2020-01-27,154.6240234375,155.6721339305418,152.64215102996783,153.54732943454948,32078100,57.51280107324672,157.03462677001954,,156.2856143908967,155.11371973273398,1.1718946581627279,1.0223218614687084,0.14957279669401946,,,,,0,0,0,0
2020-01-28,157.65394592285156,157.93978091240282,155.376701759657,156.05319728680965,24899900,66.86634286125613,157.24234008789062,,156.49612693427437,155.30188463570565,1.1942422985687244,1.0567059488887116,0.13753634968001283,,,,,0,0,0,0
2020-01-29,160.1122589111328,160.78876916667522,157.8731351453459,159.9216973517553,34754500,66.96539944459215,157.8054641723633,,157.05245493071413,155.65820865610766,1.3942462746064734,1.124214014032264,0.27003226057420937,,,,,0,0,0,0
2020-01-30,164.62857055664062,165.83865846874403,162.732449697432,165.83865846874403,51597500,70.42410038154041,158.7201705932617,,158.21801118085665,156.32267990799897,1.8953312728576748,1.2784374657973463,0.6168938070603285,155.96508026123047,163.08824939452407,148.84191112793687,26119365.0,0,0,0,1
2020-01-31,162.19891357421875,164.26653593393684,161.5795849806354,164.0855119347184,36142700,65.89207826575867,159.10701751708984,,158.83045770291235,156.7579564758671,2.072501227045251,1.4372502180469273,0.6352510089983237,156.42291030883788,163.92222603809878,148.92359457957699,26795395.0,0,0,0,0
2020-02-03,166.1531219482422,166.26745594744494,162.36087953368826,162.38946303348897,30107000,68.38966740795337,159.80067138671876,,159.9570214329631,157.45389465900598,2.5031267739571206,1.650425529228966,0.8527012447281546,157.17373428344726,165.41479203177033,148.9326765351242,27244935.0,0,0,0,0
2020-02-04,171.622314453125,172.11778602310363,167.9920645264514,168.78290862542698,36433300,75.87012752535952,161.0984115600586,,161.7516818976034,158.50340723634812,3.248274661255266,1.969995355634226,1.27827930562104,158.17848434448243,168.2234920113923,148.13347667757256,28025915.0,0,0,0,1
2020-02-05,171.41268920898438,175.5098271284707,169.99299359122742,175.34784911686342,39186300,74.63179679014186,162.451416015625,,163.2379907147389,159.4596503454323,3.778340369306619,2.331664358368705,1.4466760109379142,159.2418312072754,170.17021634436372,148.31344607018707,28903525.0,0,0,0,1
2020-02-06,174.96676635742188,175.1478049234998,171.56518371416328,172.43225551016033,27751400,75.17314244180945,164.06263885498046,,165.04241773669014,160.60832560557967,4.434092131110475,2.752149912917059,1.681942218193416,160.36330337524413,172.8824236299809,147.84418312050735,28903770.0,0,0,0,1
2020-02-07,175.21449279785156,176.87240883984475,173.871009860663,174.22356399939733,33529100,74.68403305710407,165.85870971679688,,166.6073523614842,161.6902639161183,4.917088445365891,3.1851376194068255,1.731950825959066,161.40188217163086,175.23086546070175,147.57289888255997,29510975.0,0,0,0,1
2020-02-10,179.7975616455078,179.93095618338666,174.60468311812673,174.9191162157513,35844300,79.04244933189754,168.37606353759764,,168.63661532825705,163.03154522940645,5.605070098850604,3.6691241152955816,1.9359459835550221,162.7053451538086,178.29164531308578,147.1190449945314,30266895.0,0,0,0,1
2020-02-11,175.73851013183594,181.7031712330215,174.84285503323278,181.65552722032552,53159900,72.48081583974599,170.18451995849608,,169.72921452880766,163.97280188884568,5.7564126399619795,4.0865818202288615,1.669830819733118,163.71343002319335,179.95277981613242,147.4740802302543,31843565.0,0,0,0,1
