Price,Close,High,Low,Open,Volume,RSI,MA_Short,MA_Long,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Volume_MA,RSI_Buy_Signal,MA_Crossover,Buy_Signal,Sell_Signal
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,
2020-01-02,72.62084197998047,72.68128882574726,71.37321819790198,71.62709199861638,135480400,,,,72.62084197998047,72.62084197998047,0.0,0.0,0.0,,,,,0,0,0,0
2020-01-03,71.91480255126953,72.6764311518872,71.68994210914916,71.84710239518715,146322800,,,,72.51222052940956,72.56854276303892,-0.056322233629359175,-0.011264446725871836,-0.04505778690348734,,,,,0,0,0,0
2020-01-06,72.48786163330078,72.52654850385467,70.78326336625187,71.03472433546915,118387200,,,,72.5084730069313,72.56256638305832,-0.05409337612702814,-0.019830232606103095,-0.03426314352092504,,,,,0,0,0,0
2020-01-07,72.14694213867188,72.75382346407903,71.92691473047077,72.49752942348555,108872000,,,,72.45285287335292,72.53177940199267,-0.07892652863974092,-0.03164949181283066,-0.047277036826910264,,,,,0,0,0,0
2020-01-08,73.30752563476562,73.60975989811726,71.84954784350802,71.84954784350802,132079200,,,,72.58434099049335,72.58924208590177,-0.004901095408428091,-0.026299812531950146,0.021398717123522055,,,,,0,0,0,0
2020-01-09,74.8646240234375,75.05805096656148,74.03529512111521,74.28674867142341,170108400,,,,72.93515376479245,72.7577888960896,0.17736486870285262,0.014433123715010408,0.16293174498784221,,,,,0,0,0,0
2020-01-10,75.03387451171875,75.59966347515947,74.53096000715122,75.09916182683553,140644800,,,,73.25803387970419,72.92638783058064,0.3316460491235489,0.07787570879671811,0.25377034032683077,,,,,0,0,0,0
2020-01-13,76.63691711425781,76.66351755996668,75.23213318778205,75.3506140079616,121532000,,,,73.77786206963552,73.20124185159376,0.5766202180417537,0.17762461064572524,0.39899560739602846,,,,,0,0,0,0
2020-01-14,75.60208892822266,76.78443295716991,75.4787823612356,76.57407908177844,161954400,,,,74.05851235557199,73.3790823757885,0.6794299797834924,0.27798568447327865,0.40144429531021375,,,,,0,0,0,0
2020-01-15,75.27809143066406,76.28392794287467,74.84528990021097,75.4014053711113,121923600,,73.9893569946289,,74.24613990558616,73.5197497131867,0.7263901923994638,0.36766658605851565,0.35872360634094813,,,,,0,0,0,0
2020-01-16,76.22103881835938,76.33226630764163,75.45941017193344,75.82209118249474,108829200,,74.3493766784668,,74.54997050755127,73.71984520245874,0.8301253050925226,0.460158329865317,0.36996697522720556,,,,,0,0,0,0
2020-01-17,77.06488800048828,77.06730085653118,76.16301849026416,76.4700857814728,137816400,,74.86438522338867,,74.93688089108004,73.96762615046093,0.9692547406191068,0.561977612016075,0.4072771286030318,,,,,0,0,0,0
2020-01-21,76.54264068603516,77.13501540190998,76.40482009407555,76.6925476967564,110843200,,75.26986312866211,,75.18392085953467,74.15836796791088,1.0255528916237893,0.6546926679376179,0.37086022368617133,,,,,0,0,0,0
2020-01-22,76.81585693359375,77.3695447452734,76.72155630946642,77.02862363912672,101832400,70.86848107847565,75.7367546081543,,75.43498794785145,74.3552190024059,1.0797689454455508,0.7397079234392046,0.34006102200634625,,,,,0,0,0,1
2020-01-23,77.18578338623047,77.26556997023165,76.3201804851689,76.86904252755714,104472000,71.9025962331119,76.12458038330078,,75.70434109221746,74.56489043824476,1.1394506539727018,0.819656469545904,0.31979418442679786,,,,,0,0,0,1
2020-01-24,76.96333312988281,78.17710300745777,76.772319051517,77.43240119345582,146537600,75.40162623597234,76.3344512939453,,75.89803217493521,74.74255285984758,1.1554793150876321,0.8868210386542497,0.26865827643338247,,,,,0,0,0,1
2020-01-27,74.70021057128906,75.38204534370864,73.71613420898714,74.96859100895418,161940000,59.51345013277236,76.30108489990235,,75.71375192822042,74.73941639402844,0.9743355341919795,0.9043239377617956,0.07001159643018384,,,,,0,0,0,0
2020-01-28,76.81341552734375,76.98508246127517,75.48358524576821,75.5827189340282,162234000,67.41251948661245,76.31873474121093,,75.88293094347017,74.8930459594592,0.9898849840109705,0.9214361470116306,0.0684488369993399,,,,,0,0,0,0
2020-01-29,78.42133331298828,79.2700095443192,77.7056445939798,78.44793376695945,216229200,68.46526686160134,76.6006591796875,,76.2734543849345,75.15440057823912,1.1190538066953764,0.9609596789483797,0.1580941277469966,,,,,0,0,0,0
2020-01-30,78.30767822265625,78.36087174184341,77.06972800749904,77.50252948730524,126743200,63.87919093206182,76.90361785888672,,76.58641189843016,75.38797670004779,1.19843519838237,1.008454782835178,0.18998041554719203,75.44648742675781,79.49187696925601,71.40109788425961,136739100.0,0,0,0,0
2020-01-31,74.83560180664062,78.01993693561123,74.54062095731271,77.59680909150437,199588400,49.36881885480016,76.76507415771485,,76.31705649969331,75.34706004127688,0.969996458416432,1.000763117951429,-0.03076665953499691,75.55722541809082,79.3927447230972,71.72170611308445,139944500.0,0,0,0,0
2020-02-03,74.63008880615234,75.79791852993898,73.07297758859362,73.57589206005755,173788400,42.987507884551505,76.52159423828125,,76.0575230083793,75.29395106089729,0.7635719474820206,0.9533248838575473,-0.1897529363755267,75.69298973083497,79.16018755570647,72.22579190596346,141317780.0,0,0,0,0
2020-02-04,77.09390258789062,77.28491667175436,75.83177225101083,76.23797325215806,136616400,54.73954614182741,76.5767204284668,,76.21696602061182,75.42728080363753,0.7896852169742914,0.9205969504808962,-0.1309117335066048,75.92329177856445,79.09324507865091,72.75333847847799,142229240.0,0,0,0,0
2020-02-05,77.72254180908203,78.52285729785567,77.11807347141229,78.22303598481203,118826800,57.61863251301995,76.66738891601562,,76.44859306499185,75.59730013737416,0.8512929276176919,0.9067361459082555,-0.055443218290563534,76.20207176208496,78.92248144980053,73.48166207436938,142726980.0,0,0,0,0
2020-02-06,78.63166046142578,78.63408069608217,77.4348175300206,77.99334570709586,105425600,57.52907474101641,76.81197662353516,,76.78444958752014,75.82206756878539,0.9623820187347576,0.917865320473556,0.04451669826120164,76.46827850341796,79.03364173859916,73.90291526823677,141394300.0,0,0,0,0
2020-02-07,77.56285095214844,78.3796069749616,77.07085803475874,78.12997524636046,117684000,51.53373108655245,76.87192840576172,,76.90420364361681,75.95101448607154,0.9531891575452676,0.9249300878878983,0.02825906965736924,76.60318984985352,79.096234077992,74.11014562171505,138773080.0,0,0,0,0
2020-02-10,77.9312515258789,77.9312515258789,76.06507446922856,76.1450504217699,109348800,54.31785616002885,77.19503250122071,,77.06221101011867,76.09769871124246,0.9645122988762154,0.9328465300855618,0.031665768790653526,76.74805870056153,79.19341037016363,74.30270703095943,137208280.0,0,0,0,0
2020-02-11,77.46106719970703,78.50079892091712,77.242943577511,78.42809351227764,94323200,51.98198962519166,77.25979766845703,,77.12357350082458,76.19868896964724,0.9248845311773408,0.9312541303039177,-0.006369599126576864,76.78926620483398,79.25442789452848,74.32410451513948,135847840.0,0,0,0,0
2020-02-12,79.30059051513672,79.30543507665523,77.91185812540034,77.91185812540034,113730400,55.9584017609176,77.34772338867188,,77.45849919533414,76.4284594544983,1.0300397408358464,0.9510112524103035,0.07902848842554289,76.97419128417968,79.61314121284839,74.33524135551097,133436640.0,0,0,0,0
2020-02-13,78.73587036132812,79.06305941279798,78.36748405379012,78.57106654450395,94747600,54.899570715527545,77.39054260253906,76.0945058186849,77.65501783625629,76.59937878093014,1.0556390553261537,0.9719368129934736,0.08370224233268009,77.14708023071289,79.77118774414323,74.52297271728254,132077840.0,0,0,0,0
2020-02-14,78.7552719116211,79.00490364230242,78.24631193166864,78.70437073623225,80113600,62.79604570998246,77.7825096130371,76.29898681640626,77.82428769400472,76.75907456838874,1.0652131256159834,0.9905920755179756,0.07462105009800779,77.27379188537597,79.95376938199387,74.59381438875808,130642060.0,0,0,0,0
2020-02-18,77.313232421875,77.49500334449696,76.24926307124777,76.43103399386973,152531200,51.646971986995574,78.05082397460937,76.47893447875977,77.74566380598476,76.80012329827662,0.9455405077081451,0.9815817619560095,-0.03604125424786442,77.28620910644531,79.96441188330947,74.60800632958116,131377800.0,0,0,0,0
2020-02-19,78.43294525146484,78.66319139368892,77.55559872430071,77.55559872430071,93984000,50.03953509635964,78.18472824096679,76.67710393269857,77.85139941298169,76.92107307258686,0.9303263403948279,0.9713306776437733,-0.04100433724894548,77.3807243347168,80.08176137783745,74.67968729159615,130534840.0,0,0,0,0
2020-02-20,77.62828063964844,78.68255321990893,77.12174667637375,78.19298631382561,100566000,47.79080937004452,78.17530212402343,76.85981521606445,77.8170734478535,76.97345881829513,0.843614629558374,0.9457874680266936,-0.1021728384683196,77.42134552001953,80.11102609560835,74.7316649444307,130471520.0,0,0,0,0
2020-02-21,75.87116241455078,77.66464101568167,75.25314438056381,77.22111592621015,129554000,53.79002502427875,77.89925231933594,76.94526977539063,77.51770251965308,76.89180723283258,0.6258952868205085,0.8818090317854567,-0.2559137449649481,77.35561447143554,80.13237818105263,74.57885076181846,131725620.0,0,0,0,0
2020-02-24,72.26727294921875,73.72144039286337,70.09814428354905,72.04430474977563,222195200,43.07499732792867,77.36969451904297,76.85869140625,76.70994412420164,76.54924913775007,0.1606949864515741,0.7375862227186801,-0.576891236267106,77.12081146240234,80.71200434602999,73.5296185787747,135508500.0,0,0,0,0
2020-02-25,69.81941986083984,73.32154259168735,69.34681990026353,72.93861510277681,230673600,28.659790214955137,76.55851135253906,76.6848762512207,75.64986346829981,76.05074326538636,-0.40087979708654586,0.5098930187576349,-0.9107728158441808,76.87677192687988,81.6344597731608,72.11908408059897,138945180.0,1,0,1,1
